-182.701, 78.232, 1.729,  1.765
-182.677, 78.181, 1.678,  1.798
-182.654, 78.132, 1.633,  1.831
-182.631, 78.084, 1.599,  1.864
-182.609, 78.037, 1.580,  1.897
-182.587, 77.989, 1.576,  1.930
-182.564, 77.941, 1.591,  1.963
-182.542, 77.892, 1.622,  1.996
-182.520, 77.841, 1.666,  2.029
-182.497, 77.789, 1.720,  2.062
-182.474, 77.734, 1.781,  2.095
-182.451, 77.677, 1.844,  2.128
-182.428, 77.618, 1.902,  2.161
-182.405, 77.557, 1.936,  2.194
-182.382, 77.496, 1.946,  2.227
-182.360, 77.435, 1.937,  2.260
-182.339, 77.375, 1.915,  2.293
-182.318, 77.316, 1.882,  2.326
-182.299, 77.258, 1.826,  2.359
-182.279, 77.202, 1.779,  2.392
-182.261, 77.147, 1.737,  2.425
-182.243, 77.093, 1.707,  2.458
-182.225, 77.040, 1.689,  2.491
-182.208, 76.986, 1.688,  2.524
-182.191, 76.932, 1.704,  2.557
-182.174, 76.877, 1.736,  2.590
-182.156, 76.820, 1.779,  2.623
-182.139, 76.761, 1.833,  2.656
-182.122, 76.701, 1.892,  2.689
-182.104, 76.638, 1.955,  2.722
-182.086, 76.573, 2.012,  2.755
-182.069, 76.507, 2.039,  2.788
-182.051, 76.440, 2.042,  2.821
-182.035, 76.374, 2.028,  2.854
-182.019, 76.309, 2.000,  2.887
-182.003, 76.246, 1.950,  2.920
-181.988, 76.184, 1.906,  2.953
-181.974, 76.124, 1.868,  2.986
-181.960, 76.064, 1.840,  3.019
-181.947, 76.004, 1.825,  3.052
-181.934, 75.945, 1.827,  3.085
-181.921, 75.885, 1.845,  3.118
-181.908, 75.823, 1.877,  3.151
-181.895, 75.761, 1.920,  3.184
-181.881, 75.696, 1.972,  3.217
-181.868, 75.629, 2.030,  3.250
-181.855, 75.561, 2.089,  3.283
-181.842, 75.490, 2.140,  3.316
-181.829, 75.419, 2.159,  3.349
-181.816, 75.348, 2.155,  3.382
-181.804, 75.278, 2.133,  3.415
-181.792, 75.208, 2.099,  3.448
-181.781, 75.141, 2.043,  3.481
-181.770, 75.075, 1.994,  3.514
-181.760, 75.011, 1.954,  3.547
-181.750, 74.948, 1.924,  3.580
-181.740, 74.885, 1.909,  3.613
-181.731, 74.822, 1.910,  3.646
-181.722, 74.758, 1.928,  3.679
-181.712, 74.693, 1.962,  3.712
-181.703, 74.627, 2.008,  3.745
-181.694, 74.558, 2.063,  3.778
-181.684, 74.488, 2.125,  3.811
-181.675, 74.416, 2.188,  3.844
-181.665, 74.341, 2.239,  3.877
-181.656, 74.266, 2.257,  3.910
-181.647, 74.191, 2.249,  3.943
-181.639, 74.117, 2.225,  3.976
-181.630, 74.045, 2.188,  4.009
-181.622, 73.974, 2.128,  4.042
-181.615, 73.905, 2.076,  4.075
-181.608, 73.838, 2.034,  4.108
-181.601, 73.771, 2.004,  4.141
-181.594, 73.706, 1.988,  4.174
-181.588, 73.640, 1.989,  4.207
-181.581, 73.573, 2.008,  4.240
-181.575, 73.505, 2.043,  4.273
-181.568, 73.436, 2.093,  4.306
-181.562, 73.364, 2.155,  4.339
-181.555, 73.290, 2.219,  4.372
-181.549, 73.214, 2.281,  4.405
-181.542, 73.137, 2.338,  4.438
-181.536, 73.057, 2.382,  4.471
-181.530, 72.977, 2.395,  4.504
-181.523, 72.898, 2.382,  4.537
-181.518, 72.820, 2.353,  4.570
-181.512, 72.743, 2.300,  4.603
-181.507, 72.668, 2.251,  4.636
-181.502, 72.595, 2.210,  4.669
-181.497, 72.523, 2.183,  4.702
-181.492, 72.451, 2.168,  4.735
-181.487, 72.378, 2.171,  4.768
-181.483, 72.306, 2.191,  4.801
-181.478, 72.232, 2.226,  4.834
-181.474, 72.156, 2.273,  4.867
-181.470, 72.079, 2.325,  4.900
-181.465, 71.999, 2.377,  4.933
-181.461, 71.919, 2.428,  4.966
-181.456, 71.836, 2.469,  4.999
-181.452, 71.754, 2.479,  5.032
-181.448, 71.671, 2.465,  5.065
-181.444, 71.590, 2.427,  5.098
-181.440, 71.511, 2.386,  5.131
-181.437, 71.433, 2.350,  5.164
-181.433, 71.356, 2.325,  5.197
-181.430, 71.279, 2.315,  5.230
-181.427, 71.201, 2.322,  5.263
-181.423, 71.124, 2.343,  5.296
-181.420, 71.045, 2.377,  5.329
-181.417, 70.964, 2.418,  5.362
-181.414, 70.882, 2.463,  5.395
-181.411, 70.798, 2.509,  5.428
-181.408, 70.713, 2.553,  5.461
-181.405, 70.627, 2.589,  5.494
-181.402, 70.540, 2.596,  5.527
-181.399, 70.454, 2.577,  5.560
-181.396, 70.370, 2.536,  5.593
-181.394, 70.287, 2.491,  5.626
-181.391, 70.205, 2.452,  5.659
-181.389, 70.125, 2.423,  5.692
-181.387, 70.045, 2.410,  5.725
-181.385, 69.964, 2.416,  5.758
-181.383, 69.883, 2.439,  5.791
-181.380, 69.801, 2.473,  5.824
-181.378, 69.717, 2.513,  5.857
-181.376, 69.632, 2.558,  5.890
-181.374, 69.545, 2.604,  5.923
-181.372, 69.457, 2.649,  5.956
-181.370, 69.367, 2.693,  5.989
-181.368, 69.276, 2.727,  6.022
-181.366, 69.185, 2.733,  6.055
-181.365, 69.095, 2.713,  6.088
-181.363, 69.005, 2.669,  6.121
-181.361, 68.918, 2.622,  6.154
-181.360, 68.832, 2.580,  6.187
-181.358, 68.748, 2.548,  6.220
-181.357, 68.663, 2.532,  6.253
-181.355, 68.579, 2.534,  6.286
-181.354, 68.494, 2.554,  6.319
-181.352, 68.408, 2.587,  6.352
-181.351, 68.321, 2.627,  6.385
-181.350, 68.232, 2.671,  6.418
-181.349, 68.141, 2.718,  6.451
-181.347, 68.049, 2.764,  6.484
-181.346, 67.955, 2.809,  6.517
-181.345, 67.860, 2.852,  6.550
-181.344, 67.764, 2.885,  6.583
-181.342, 67.668, 2.888,  6.616
-181.341, 67.572, 2.866,  6.649
-181.340, 67.478, 2.820,  6.682
-181.339, 67.386, 2.770,  6.715
-181.338, 67.295, 2.724,  6.748
-181.337, 67.206, 2.689,  6.781
-181.337, 67.117, 2.669,  6.814
-181.336, 67.028, 2.668,  6.847
-181.335, 66.939, 2.684,  6.880
-181.334, 66.849, 2.715,  6.913
-181.333, 66.757, 2.754,  6.946
-181.333, 66.664, 2.798,  6.979
-181.332, 66.569, 2.845,  7.012
-181.331, 66.472, 2.893,  7.045
-181.330, 66.374, 2.939,  7.078
-181.330, 66.275, 2.984,  7.111
-181.329, 66.174, 3.025,  7.144
-181.328, 66.072, 3.056,  7.177
-181.328, 65.970, 3.058,  7.210
-181.327, 65.869, 3.033,  7.243
-181.327, 65.770, 2.985,  7.276
-181.326, 65.672, 2.933,  7.309
-181.326, 65.576, 2.883,  7.342
-181.325, 65.481, 2.844,  7.375
-181.325, 65.388, 2.820,  7.408
-181.324, 65.294, 2.815,  7.441
-181.324, 65.200, 2.828,  7.474
-181.323, 65.105, 2.857,  7.507
-181.323, 65.008, 2.895,  7.540
-181.323, 64.910, 2.939,  7.573
-181.322, 64.811, 2.987,  7.606
-181.322, 64.710, 3.036,  7.639
-181.322, 64.607, 3.084,  7.672
-181.321, 64.503, 3.131,  7.705
-181.321, 64.397, 3.175,  7.738
-181.321, 64.290, 3.215,  7.771
-181.320, 64.182, 3.245,  7.804
-181.320, 64.073, 3.246,  7.837
-181.320, 63.966, 3.218,  7.870
-181.320, 63.860, 3.168,  7.903
-181.319, 63.757, 3.112,  7.936
-181.319, 63.655, 3.060,  7.969
-181.319, 63.555, 3.017,  8.002
-181.319, 63.455, 2.988,  8.035
-181.319, 63.356, 2.979,  8.068
-181.318, 63.257, 2.988,  8.101
-181.318, 63.156, 3.015,  8.134
-181.318, 63.055, 3.052,  8.167
-181.318, 62.952, 3.097,  8.200
-181.318, 62.847, 3.145,  8.233
-181.318, 62.740, 3.196,  8.266
-181.318, 62.632, 3.247,  8.299
-181.317, 62.522, 3.296,  8.332
-181.317, 62.411, 3.342,  8.365
-181.317, 62.298, 3.386,  8.398
-181.317, 62.184, 3.425,  8.431
-181.317, 62.069, 3.454,  8.464
-181.317, 61.954, 3.453,  8.497
-181.317, 61.840, 3.424,  8.530
-181.317, 61.727, 3.382,  8.563
-181.317, 61.616, 3.338,  8.596
-181.317, 61.506, 3.299,  8.629
-181.317, 61.397, 3.273,  8.662
-181.317, 61.289, 3.262,  8.695
-181.317, 61.180, 3.269,  8.728
-181.317, 61.070, 3.289,  8.761
-181.317, 60.960, 3.319,  8.794
-181.317, 60.848, 3.355,  8.827
-181.317, 60.735, 3.395,  8.860
-181.317, 60.621, 3.437,  8.893
-181.317, 60.505, 3.479,  8.926
-181.317, 60.387, 3.520,  8.959
-181.317, 60.269, 3.560,  8.992
-181.317, 60.149, 3.597,  9.025
-181.317, 60.028, 3.632,  9.058
-181.317, 59.906, 3.663,  9.091
-181.317, 59.783, 3.684,  9.124
-181.317, 59.661, 3.676,  9.157
-181.317, 59.539, 3.641,  9.190
-181.317, 59.420, 3.593,  9.223
-181.317, 59.302, 3.544,  9.256
-181.317, 59.185, 3.500,  9.289
-181.317, 59.070, 3.467,  9.322
-181.317, 58.955, 3.451,  9.355
-181.317, 58.840, 3.453,  9.388
-181.317, 58.724, 3.471,  9.421
-181.317, 58.608, 3.500,  9.454
-181.318, 58.490, 3.537,  9.487
-181.318, 58.371, 3.579,  9.520
-181.318, 58.250, 3.624,  9.553
-181.318, 58.128, 3.669,  9.586
-181.318, 58.004, 3.715,  9.619
-181.318, 57.879, 3.758,  9.652
-181.318, 57.752, 3.800,  9.685
-181.318, 57.624, 3.838,  9.718
-181.318, 57.495, 3.872,  9.751
-181.318, 57.365, 3.904,  9.784
-181.318, 57.234, 3.931,  9.817
-181.318, 57.103, 3.949,  9.850
-181.319, 56.972, 3.937,  9.883
-181.319, 56.842, 3.898,  9.916
-181.319, 56.714, 3.846,  9.949
-181.319, 56.587, 3.792,  9.982
-181.319, 56.463, 3.743, 10.015
-181.319, 56.339, 3.705, 10.048
-181.319, 56.217, 3.684, 10.081
-181.319, 56.094, 3.681, 10.114
-181.319, 55.971, 3.696, 10.147
-181.319, 55.847, 3.724, 10.180
-181.319, 55.722, 3.760, 10.213
-181.319, 55.595, 3.803, 10.246
-181.319, 55.467, 3.850, 10.279
-181.320, 55.337, 3.898, 10.312
-181.320, 55.206, 3.946, 10.345
-181.320, 55.072, 3.992, 10.378
-181.320, 54.938, 4.036, 10.411
-181.320, 54.802, 4.078, 10.444
-181.320, 54.665, 4.116, 10.477
-181.320, 54.527, 4.150, 10.510
-181.320, 54.388, 4.180, 10.543
-181.320, 54.248, 4.207, 10.576
-181.321, 54.107, 4.230, 10.609
-181.321, 53.965, 4.250, 10.642
-181.321, 53.823, 4.267, 10.675
-181.321, 53.681, 4.282, 10.708
-181.321, 53.538, 4.295, 10.741
-181.321, 53.395, 4.306, 10.774
-181.321, 53.251, 4.316, 10.807
-181.321, 53.107, 4.325, 10.840
-181.322, 52.963, 4.334, 10.873
-181.322, 52.818, 4.343, 10.906
-181.322, 52.673, 4.351, 10.939
-181.322, 52.528, 4.360, 10.972
-181.322, 52.383, 4.368, 11.005
-181.322, 52.237, 4.377, 11.038
-181.322, 52.091, 4.387, 11.071
-181.322, 51.944, 4.397, 11.104
-181.322, 51.798, 4.408, 11.137
-181.322, 51.650, 4.419, 11.170
-181.322, 51.503, 4.430, 11.203
-181.322, 51.355, 4.442, 11.236
-181.322, 51.206, 4.454, 11.269
-181.322, 51.058, 4.466, 11.302
-181.323, 50.909, 4.479, 11.335
-181.323, 50.759, 4.492, 11.368
-181.323, 50.609, 4.505, 11.401
-181.323, 50.458, 4.519, 11.434
-181.323, 50.307, 4.532, 11.467
-181.323, 50.156, 4.546, 11.500
-181.323, 50.004, 4.560, 11.533
-181.323, 49.852, 4.573, 11.566
-181.323, 49.699, 4.587, 11.599
-181.323, 49.546, 4.601, 11.632
-181.323, 49.392, 4.614, 11.665
-181.323, 49.238, 4.628, 11.698
-181.323, 49.083, 4.642, 11.731
-181.324, 48.928, 4.656, 11.764
-181.324, 48.772, 4.669, 11.797
-181.324, 48.616, 4.683, 11.830
-181.324, 48.460, 4.697, 11.863
-181.324, 48.303, 4.711, 11.896
-181.324, 48.146, 4.724, 11.929
-181.324, 47.988, 4.738, 11.962
-181.324, 47.830, 4.752, 11.995
-181.324, 47.671, 4.766, 12.028
-181.324, 47.512, 4.780, 12.061
-181.324, 47.352, 4.794, 12.094
-181.324, 47.192, 4.808, 12.127
-181.324, 47.031, 4.822, 12.160
-181.324, 46.870, 4.836, 12.193
-181.324, 46.709, 4.850, 12.226
-181.324, 46.547, 4.864, 12.259
-181.324, 46.384, 4.879, 12.292
-181.324, 46.221, 4.893, 12.325
-181.324, 46.058, 4.907, 12.358
-181.324, 45.894, 4.922, 12.391
-181.324, 45.729, 4.936, 12.424
-181.324, 45.564, 4.951, 12.457
-181.324, 45.399, 4.965, 12.490
-181.324, 45.233, 4.980, 12.523
-181.324, 45.067, 4.995, 12.556
-181.324, 44.900, 5.010, 12.589
-181.324, 44.732, 5.025, 12.622
-181.324, 44.565, 5.039, 12.655
-181.324, 44.396, 5.054, 12.688
-181.324, 44.227, 5.069, 12.721
-181.324, 44.058, 5.085, 12.754
-181.324, 43.888, 5.099, 12.787
-181.324, 43.718, 5.103, 12.820
-181.324, 43.549, 5.086, 12.853
-181.324, 43.380, 5.068, 12.886
-181.324, 43.211, 5.054, 12.919
-181.324, 43.043, 5.044, 12.952
-181.324, 42.876, 5.038, 12.985
-181.324, 42.708, 5.037, 13.018
-181.324, 42.540, 5.040, 13.051
-181.324, 42.372, 5.047, 13.084
-181.324, 42.203, 5.059, 13.117
-181.324, 42.034, 5.074, 13.150
-181.324, 41.864, 5.094, 13.183
-181.324, 41.694, 5.116, 13.216
-181.324, 41.522, 5.141, 13.249
-181.324, 41.350, 5.169, 13.282
-181.324, 41.177, 5.199, 13.315
-181.324, 41.003, 5.230, 13.348
-181.324, 40.827, 5.262, 13.381
-181.324, 40.651, 5.295, 13.414
-181.324, 40.474, 5.327, 13.447
-181.324, 40.295, 5.360, 13.480
-181.324, 40.115, 5.391, 13.513
-181.324, 39.935, 5.422, 13.546
-181.324, 39.753, 5.451, 13.579
-181.324, 39.571, 5.479, 13.612
-181.324, 39.388, 5.505, 13.645
-181.324, 39.204, 5.530, 13.678
-181.324, 39.019, 5.553, 13.711
-181.324, 38.833, 5.574, 13.744
-181.323, 38.647, 5.594, 13.777
-181.323, 38.460, 5.612, 13.810
-181.323, 38.273, 5.629, 13.843
-181.323, 38.085, 5.645, 13.876
-181.323, 37.896, 5.661, 13.909
-181.323, 37.707, 5.675, 13.942
-181.323, 37.518, 5.689, 13.975
-181.323, 37.328, 5.702, 14.008
-181.323, 37.138, 5.715, 14.041
-181.323, 36.947, 5.728, 14.074
-181.323, 36.756, 5.742, 14.107
-181.323, 36.564, 5.755, 14.140
-181.322, 36.372, 5.768, 14.173
-181.322, 36.180, 5.782, 14.206
-181.322, 35.987, 5.796, 14.239
-181.322, 35.793, 5.811, 14.272
-181.322, 35.599, 5.826, 14.305
-181.322, 35.404, 5.842, 14.338
-181.322, 35.209, 5.859, 14.371
-181.322, 35.014, 5.875, 14.404
-181.321, 34.817, 5.893, 14.437
-181.321, 34.621, 5.911, 14.470
-181.321, 34.423, 5.929, 14.503
-181.321, 34.225, 5.948, 14.536
-181.321, 34.026, 5.968, 14.569
-181.321, 33.827, 5.987, 14.602
-181.321, 33.627, 6.007, 14.635
-181.321, 33.426, 6.027, 14.668
-181.320, 33.225, 6.048, 14.701
-181.320, 33.023, 6.068, 14.734
-181.320, 32.820, 6.088, 14.767
-181.320, 32.617, 6.109, 14.800
-181.320, 32.412, 6.130, 14.833
-181.320, 32.208, 6.150, 14.866
-181.319, 32.002, 6.171, 14.899
-181.319, 31.796, 6.191, 14.932
-181.319, 31.589, 6.211, 14.965
-181.319, 31.382, 6.232, 14.998
-181.319, 31.174, 6.252, 15.031
-181.318, 30.965, 6.272, 15.064
-181.318, 30.755, 6.292, 15.097
-181.318, 30.545, 6.311, 15.130
-181.318, 30.334, 6.331, 15.163
-181.318, 30.123, 6.351, 15.196
-181.317, 29.911, 6.371, 15.229
-181.317, 29.698, 6.390, 15.262
-181.317, 29.484, 6.410, 15.295
-181.317, 29.270, 6.430, 15.328
-181.317, 29.056, 6.450, 15.361
-181.316, 28.840, 6.469, 15.394
-181.316, 28.624, 6.489, 15.427
-181.316, 28.407, 6.509, 15.460
-181.316, 28.190, 6.529, 15.493
-181.315, 27.972, 6.549, 15.526
-181.315, 27.753, 6.570, 15.559
-181.315, 27.534, 6.590, 15.592
-181.315, 27.314, 6.611, 15.625
-181.314, 27.093, 6.631, 15.658
-181.314, 26.871, 6.652, 15.691
-181.314, 26.649, 6.673, 15.724
-181.314, 26.426, 6.694, 15.757
-181.313, 26.202, 6.715, 15.790
-181.313, 25.978, 6.737, 15.823
-181.313, 25.753, 6.758, 15.856
-181.312, 25.527, 6.780, 15.889
-181.312, 25.301, 6.801, 15.922
-181.312, 25.074, 6.822, 15.955
-181.312, 24.846, 6.843, 15.988
-181.311, 24.617, 6.865, 16.021
-181.311, 24.388, 6.886, 16.054
-181.311, 24.158, 6.907, 16.087
-181.310, 23.927, 6.928, 16.120
-181.310, 23.696, 6.949, 16.153
-181.310, 23.464, 6.970, 16.186
-181.309, 23.231, 6.991, 16.219
-181.309, 22.997, 7.013, 16.252
-181.309, 22.763, 7.034, 16.285
-181.308, 22.528, 7.055, 16.318
-181.308, 22.292, 7.077, 16.351
-181.308, 22.056, 7.099, 16.384
-181.307, 21.819, 7.121, 16.417
-181.307, 21.581, 7.143, 16.450
-181.306, 21.342, 7.165, 16.483
-181.306, 21.103, 7.187, 16.516
-181.306, 20.863, 7.209, 16.549
-181.305, 20.622, 7.232, 16.582
-181.305, 20.381, 7.254, 16.615
-181.305, 20.138, 7.277, 16.648
-181.304, 19.895, 7.299, 16.681
-181.304, 19.651, 7.322, 16.714
-181.303, 19.407, 7.345, 16.747
-181.303, 19.161, 7.368, 16.780
-181.302, 18.915, 7.391, 16.813
-181.302, 18.668, 7.414, 16.846
-181.302, 18.420, 7.438, 16.879
-181.301, 18.172, 7.461, 16.912
-181.301, 17.923, 7.484, 16.945
-181.300, 17.673, 7.508, 16.978
-181.300, 17.422, 7.531, 17.011
-181.299, 17.170, 7.554, 17.044
-181.299, 16.918, 7.578, 17.077
-181.298, 16.665, 7.601, 17.110
-181.298, 16.411, 7.625, 17.143
-181.298, 16.156, 7.648, 17.176
-181.297, 15.900, 7.672, 17.209
-181.297, 15.644, 7.695, 17.242
-181.296, 15.387, 7.719, 17.275
-181.296, 15.129, 7.742, 17.308
-181.295, 14.871, 7.766, 17.341
-181.295, 14.611, 7.790, 17.374
-181.294, 14.351, 7.813, 17.407
-181.294, 14.090, 7.837, 17.440
-181.293, 13.828, 7.861, 17.473
-181.292, 13.565, 7.885, 17.506
-181.292, 13.302, 7.910, 17.539
-181.291, 13.038, 7.934, 17.572
-181.291, 12.772, 7.958, 17.605
-181.290, 12.507, 7.983, 17.638
-181.290, 12.240, 8.008, 17.671
-181.289, 11.972, 8.032, 17.704
-181.289, 11.704, 8.057, 17.737
-181.288, 11.435, 8.082, 17.770
-181.287, 11.165, 8.108, 17.803
-181.287, 10.894, 8.133, 17.836
-181.286, 10.622, 8.158, 17.869
-181.286, 10.349, 8.184, 17.902
-181.285, 10.076, 8.209, 17.935
-181.284, 9.802, 8.235, 17.968
-181.284, 9.527, 8.261, 18.001
-181.283, 9.250, 8.287, 18.034
-181.283, 8.974, 8.313, 18.067
-181.282, 8.696, 8.339, 18.100
-181.281, 8.417, 8.365, 18.133
-181.281, 8.138, 8.391, 18.166
-181.280, 7.857, 8.417, 18.199
-181.279, 7.576, 8.444, 18.232
-181.279, 7.294, 8.470, 18.265
-181.278, 7.011, 8.497, 18.298
-181.277, 6.727, 8.523, 18.331
-181.277, 6.442, 8.550, 18.364
-181.276, 6.157, 8.577, 18.397
-181.275, 5.870, 8.604, 18.430
-181.274, 5.583, 8.631, 18.463
-181.274, 5.294, 8.658, 18.496
-181.273, 5.005, 8.685, 18.529
-181.272, 4.715, 8.712, 18.562
-181.271, 4.424, 8.739, 18.595
-181.271, 4.132, 8.766, 18.628
-181.270, 3.839, 8.794, 18.661
-181.269, 3.545, 8.821, 18.694
-181.268, 3.250, 8.849, 18.727
-181.268, 2.955, 8.877, 18.760
-181.267, 2.658, 8.904, 18.793
-181.266, 2.360, 8.932, 18.826
-181.265, 2.062, 8.960, 18.859
-181.264, 1.763, 8.988, 18.892
-181.264, 1.462, 9.016, 18.925
-181.263, 1.161, 9.045, 18.958
-181.262, 0.859, 9.073, 18.991
-181.261, 0.556, 9.101, 19.024
-181.260, 0.252, 9.130, 19.057
-181.259, -0.053, 9.158, 19.090
-181.259, -0.359, 9.187, 19.123
-181.258, -0.666, 9.216, 19.156
-181.257, -0.974, 9.245, 19.189
-181.256, -1.283, 9.274, 19.222
-181.255, -1.593, 9.303, 19.255
-181.254, -1.904, 9.332, 19.288
-181.253, -2.216, 9.361, 19.321
-181.252, -2.529, 9.390, 19.354
-181.251, -2.842, 9.420, 19.387
-181.251, -3.157, 9.449, 19.420
-181.250, -3.473, 9.479, 19.453
-181.249, -3.790, 9.509, 19.486
-181.248, -4.107, 9.539, 19.519
-181.247, -4.426, 9.569, 19.552
-181.246, -4.746, 9.599, 19.585
-181.245, -5.066, 9.629, 19.618
-181.244, -5.388, 9.659, 19.651
-181.243, -5.711, 9.689, 19.684
-181.242, -6.035, 9.719, 19.717
-181.241, -6.359, 9.750, 19.750
-181.240, -6.685, 9.780, 19.783
-181.239, -7.012, 9.811, 19.816
-181.238, -7.340, 9.842, 19.849
-181.237, -7.669, 9.873, 19.882
-181.236, -7.998, 9.904, 19.915
-181.234, -8.329, 9.935, 19.948
-181.233, -8.661, 9.966, 19.981
-181.232, -8.994, 9.997, 20.014
-181.231, -9.328, 10.028, 20.047
-181.230, -9.663, 10.060, 20.080
-181.229, -9.999, 10.091, 20.113
-181.228, -10.337, 10.123, 20.146
-181.227, -10.675, 10.155, 20.179
-181.226, -11.014, 10.187, 20.212
-181.224, -11.355, 10.218, 20.245
-181.223, -11.696, 10.250, 20.278
-181.222, -12.038, 10.283, 20.311
-181.221, -12.382, 10.315, 20.344
-181.220, -12.727, 10.347, 20.377
-181.218, -13.072, 10.380, 20.410
-181.217, -13.419, 10.412, 20.443
-181.216, -13.767, 10.445, 20.476
-181.215, -14.116, 10.477, 20.509
-181.214, -14.466, 10.510, 20.542
-181.212, -14.817, 10.543, 20.575
-181.211, -15.170, 10.576, 20.608
-181.210, -15.523, 10.609, 20.641
-181.208, -15.877, 10.643, 20.674
-181.207, -16.233, 10.676, 20.707
-181.206, -16.590, 10.709, 20.740
-181.205, -16.948, 10.743, 20.773
-181.203, -17.307, 10.777, 20.806
-181.202, -17.667, 10.810, 20.839
-181.201, -18.028, 10.844, 20.872
-181.199, -18.390, 10.878, 20.905
-181.198, -18.754, 10.912, 20.938
-181.196, -19.118, 10.946, 20.971
-181.195, -19.484, 10.981, 21.004
-181.194, -19.851, 11.015, 21.037
-181.192, -20.219, 11.049, 21.070
-181.191, -20.588, 11.084, 21.103
-181.189, -20.958, 11.119, 21.136
-181.188, -21.330, 11.153, 21.169
-181.187, -21.703, 11.188, 21.202
-181.185, -22.076, 11.223, 21.235
-181.184, -22.451, 11.258, 21.268
-181.182, -22.828, 11.293, 21.301
-181.181, -23.205, 11.329, 21.334
-181.179, -23.583, 11.364, 21.367
-181.177, -23.963, 11.400, 21.400
-181.176, -24.344, 11.435, 21.433
-181.174, -24.726, 11.471, 21.466
-181.173, -25.109, 11.507, 21.499
-181.171, -25.494, 11.543, 21.532
-181.170, -25.880, 11.579, 21.565
-181.168, -26.266, 11.616, 21.598
-181.166, -26.655, 11.653, 21.631
-181.165, -27.044, 11.689, 21.664
-181.163, -27.435, 11.726, 21.697
-181.162, -27.826, 11.764, 21.730
-181.160, -28.219, 11.801, 21.763
-181.158, -28.614, 11.838, 21.796
-181.156, -29.009, 11.876, 21.829
-181.155, -29.406, 11.914, 21.862
-181.153, -29.804, 11.952, 21.895
-181.151, -30.204, 11.990, 21.928
-181.150, -30.604, 12.029, 21.961
-181.148, -31.006, 12.068, 21.994
-181.146, -31.410, 12.106, 22.027
-181.144, -31.814, 12.145, 22.060
-181.143, -32.220, 12.184, 22.093
-181.141, -32.627, 12.224, 22.126
-181.139, -33.035, 12.263, 22.159
-181.137, -33.445, 12.303, 22.192
-181.135, -33.856, 12.342, 22.225
-181.133, -34.269, 12.382, 22.258
-181.131, -34.683, 12.422, 22.291
-181.130, -35.098, 12.462, 22.324
-181.128, -35.514, 12.502, 22.357
-181.126, -35.932, 12.543, 22.390
-181.124, -36.351, 12.583, 22.423
-181.122, -36.771, 12.624, 22.456
-181.120, -37.193, 12.664, 22.489
-181.118, -37.616, 12.705, 22.522
-181.116, -38.041, 12.746, 22.555
-181.114, -38.467, 12.787, 22.588
-181.112, -38.894, 12.828, 22.621
-181.110, -39.323, 12.869, 22.654
-181.108, -39.753, 12.911, 22.687
-181.106, -40.184, 12.952, 22.720
-181.104, -40.617, 12.994, 22.753
-181.102, -41.051, 13.036, 22.786
-181.099, -41.487, 13.078, 22.819
-181.097, -41.924, 13.120, 22.852
-181.095, -42.362, 13.162, 22.885
-181.093, -42.802, 13.204, 22.918
-181.091, -43.243, 13.246, 22.951
-181.089, -43.686, 13.289, 22.984
-181.086, -44.130, 13.331, 23.017
-181.084, -44.575, 13.374, 23.050
